:START_ID,:END_ID,weight:double,type
n11545,n3195,86.4963,FUNDED_BY
n18860,n16817,59.7317,FOLLOWS
n15260,n15665,44.3252,BELONGS_TO
n22802,n11850,39.7389,DEVELOPS
n26630,n19713,42.3131,FOLLOWS
n13440,n1804,34.7311,DEVELOPS
n15992,n22017,88.3322,FUNDED_BY
n29509,n15921,73.5217,FOLLOWS
n5349,n14446,28.4899,FUNDED_BY
n16188,n10142,75.1689,FUNDED_BY
n6432,n25962,4.936,FOLLOWS
n7191,n21744,71.814,FUNDED_BY
n12622,n27293,6.9452,FUNDED_BY
n6894,n22556,92.4503,BELONGS_TO
n29596,n25342,15.7846,FOLLOWS
n16081,n19384,94.1011,BELONGS_TO
n6005,n707,31.0671,BELONGS_TO
n3717,n16980,10.4948,BELONGS_TO
n16939,n16972,10.0744,DEVELOPS
n25390,n29179,28.7034,BELONGS_TO
n10114,n13408,23.9532,FOLLOWS
n6011,n28766,91.9194,BELONGS_TO
n1683,n27542,66.3156,BELONGS_TO
n23826,n17671,1.7339,DEVELOPS
n18131,n20558,44.0618,FOLLOWS
n21632,n25315,42.15,BELONGS_TO
n6845,n9447,35.9586,DEVELOPS
n16022,n9442,8.6458,FUNDED_BY
n8987,n12874,76.6113,BELONGS_TO
n5040,n16055,21.811,DEVELOPS
n7572,n28477,41.5803,DEVELOPS
n21657,n10708,19.8846,FOLLOWS
n13712,n17110,49.6349,DEVELOPS
n29163,n23271,72.2207,BELONGS_TO
n6161,n6314,48.1724,BELONGS_TO
n26322,n15995,34.6658,BELONGS_TO
n4594,n17657,17.0866,FUNDED_BY
n1561,n2542,24.911,FOLLOWS
n4301,n15313,74.6875,FOLLOWS
n2299,n15014,63.061,FOLLOWS
n8735,n29486,27.889,BELONGS_TO
n9236,n1688,87.4922,FOLLOWS
n1939,n8705,16.9594,FUNDED_BY
n23456,n7036,66.1528,DEVELOPS
n20255,n13408,62.808,FUNDED_BY
n22167,n5779,70.6651,FUNDED_BY
n27231,n17666,45.0138,BELONGS_TO
n5237,n7416,94.4614,FUNDED_BY
n21746,n13649,61.7042,BELONGS_TO
n8762,n21837,67.8289,BELONGS_TO
n14957,n20249,71.1028,BELONGS_TO
n17360,n8705,85.5331,BELONGS_TO
n13812,n3666,25.999,FOLLOWS
n27409,n3749,38.4297,FUNDED_BY
n17402,n2014,36.4497,FUNDED_BY
n8262,n25528,29.087,DEVELOPS
n6555,n14869,0.8653,FUNDED_BY
n14957,n27813,46.3384,FOLLOWS
n18729,n22844,58.3873,BELONGS_TO
n24387,n29961,60.5959,FOLLOWS
n222,n11356,9.2157,FUNDED_BY
n21257,n8323,62.656,BELONGS_TO
n27714,n8969,75.3384,BELONGS_TO
n6620,n15483,64.7231,FOLLOWS
n12665,n3610,19.0442,FUNDED_BY
n21751,n4395,67.9759,FOLLOWS
n1858,n24199,43.0158,FUNDED_BY
n26104,n28084,35.8519,DEVELOPS
n28320,n10950,27.6018,FUNDED_BY
n27542,n4493,96.7618,BELONGS_TO
n25509,n27182,46.466,BELONGS_TO
n19567,n15757,44.0461,FUNDED_BY
n5071,n1429,17.1104,BELONGS_TO
n5749,n28880,41.3329,BELONGS_TO
n10783,n16842,58.3965,FOLLOWS
n3774,n24922,66.1201,DEVELOPS
n10470,n11650,49.8868,FUNDED_BY
n20945,n21717,92.4669,FUNDED_BY
n18328,n22294,54.6106,FUNDED_BY
n25265,n27673,75.5477,FOLLOWS
n25048,n27920,74.4206,DEVELOPS
n162,n9040,17.8433,FUNDED_BY
n1005,n5274,41.105,FOLLOWS
n16523,n1259,4.2909,FUNDED_BY
n3045,n29223,23.5892,DEVELOPS
n8162,n4628,82.2729,DEVELOPS
n9343,n23862,50.415,BELONGS_TO
n24725,n16644,48.1729,FUNDED_BY
n9343,n27405,88.3865,FUNDED_BY
n15315,n17250,89.933,FUNDED_BY
n16350,n28515,10.1515,FOLLOWS
n4192,n148,60.9852,DEVELOPS
n5090,n17650,47.7454,FUNDED_BY
n10599,n16662,60.7396,FUNDED_BY
n3958,n20651,8.0151,BELONGS_TO
n22259,n29275,15.1334,DEVELOPS
n12571,n20605,16.259,DEVELOPS
n4048,n18462,67.2779,BELONGS_TO
n28700,n26373,13.6142,FUNDED_BY
n24554,n22423,39.0302,BELONGS_TO
n21879,n23681,72.562,FUNDED_BY
n12395,n17536,76.3661,FUNDED_BY
n17324,n5671,56.246,DEVELOPS
n27959,n26828,39.9452,FUNDED_BY
n5111,n10951,95.7536,DEVELOPS
n22782,n12079,40.4775,DEVELOPS
n27567,n8352,60.1253,FOLLOWS
n11197,n22250,27.8801,BELONGS_TO
n3798,n21737,56.8917,DEVELOPS
n21946,n1803,81.3237,FOLLOWS
n5904,n28537,0.3279,FUNDED_BY
n10835,n9242,2.3172,BELONGS_TO
n6681,n25047,61.3902,FUNDED_BY
n6992,n28700,1.5448,DEVELOPS
n2546,n8098,28.5976,FOLLOWS
n14675,n13661,15.828,BELONGS_TO
n28880,n25062,59.3393,FUNDED_BY
n17962,n6422,79.7397,FUNDED_BY
n13736,n20146,17.9511,FUNDED_BY
n24202,n19461,49.4722,FUNDED_BY
n8231,n24554,27.5063,DEVELOPS
n11720,n13392,71.2854,DEVELOPS
n16708,n11250,66.1145,FOLLOWS
n26073,n2228,20.754,BELONGS_TO
n13014,n6744,26.3162,BELONGS_TO
n17081,n4486,43.9921,FUNDED_BY
n14820,n12874,60.4422,FOLLOWS
n7853,n26303,14.1577,BELONGS_TO
n16448,n25374,7.3509,BELONGS_TO
n18466,n9352,28.2451,BELONGS_TO
n9692,n26043,11.2317,FUNDED_BY
n6726,n1630,3.2286,FUNDED_BY
n18256,n2329,52.1519,FOLLOWS
n13836,n28342,54.8968,FOLLOWS
n10819,n21757,35.2898,BELONGS_TO
n13485,n21760,17.2016,DEVELOPS
n21684,n1977,29.7218,DEVELOPS
n11264,n11232,28.6073,BELONGS_TO
n19605,n8063,9.4707,DEVELOPS
n4438,n25048,22.9433,DEVELOPS
n17340,n2401,99.7185,FOLLOWS
n18035,n1424,81.8018,FOLLOWS
n12609,n20756,95.956,FUNDED_BY
n23068,n5498,37.8672,DEVELOPS
n15096,n25463,14.8363,BELONGS_TO
n20743,n3669,44.6763,FOLLOWS
n20771,n222,84.3955,DEVELOPS
n19461,n13716,17.284,BELONGS_TO
n5356,n13279,27.3223,FOLLOWS
n25614,n19200,40.6434,BELONGS_TO
n3265,n22925,94.4976,FOLLOWS
n1977,n10103,57.6613,DEVELOPS
n5431,n29067,18.7386,FOLLOWS
n25949,n5472,98.0708,BELONGS_TO
n15383,n5469,78.2907,FOLLOWS
n14639,n26742,27.9692,FUNDED_BY
n19878,n28367,99.5937,BELONGS_TO
n23447,n24969,15.9847,FUNDED_BY
n1564,n29996,13.385,DEVELOPS
n5122,n28144,80.0725,FUNDED_BY
n28246,n13668,85.1478,FOLLOWS
n29956,n17688,47.8053,FOLLOWS
n5537,n6569,80.2974,FUNDED_BY
n14081,n23113,12.7086,BELONGS_TO
n16382,n12448,56.4178,FOLLOWS
n10049,n3481,29.0668,BELONGS_TO
n3550,n18313,69.0843,FUNDED_BY
n24157,n758,38.8847,FUNDED_BY
n27274,n12738,50.3826,FUNDED_BY
n21671,n24307,21.5386,DEVELOPS
n4691,n21500,86.5714,FUNDED_BY
n16393,n3774,0.9756,DEVELOPS
n5368,n22931,84.8923,FOLLOWS
n27151,n16978,28.3639,DEVELOPS
n22504,n21804,58.5734,FOLLOWS
n19020,n7187,58.2731,FUNDED_BY
n19783,n28057,95.7513,DEVELOPS
n11034,n1237,28.8626,DEVELOPS
n17511,n1344,83.6484,FUNDED_BY
n18228,n21955,27.0557,BELONGS_TO
n5786,n27517,23.4201,BELONGS_TO
n7824,n5528,39.6646,FUNDED_BY
n6566,n266,32.9928,BELONGS_TO
n13046,n18161,30.9634,FUNDED_BY
n438,n8090,13.9333,FUNDED_BY
n24768,n15657,8.7176,BELONGS_TO
n28897,n4247,19.4137,FOLLOWS
n24725,n22941,11.2699,BELONGS_TO
n21698,n24390,86.7543,FOLLOWS
n27679,n3414,8.9772,FOLLOWS
n19140,n825,73.3079,FUNDED_BY
n5477,n24926,82.3382,FUNDED_BY
n17469,n13154,77.2875,FUNDED_BY
n1804,n21789,95.6936,BELONGS_TO
n11361,n9052,28.4329,FUNDED_BY
n20339,n18792,88.1687,FUNDED_BY
n1289,n885,92.602,BELONGS_TO
n11422,n19079,54.0105,DEVELOPS
n4156,n9793,82.0547,FOLLOWS
n19199,n18216,35.2319,DEVELOPS
n17516,n25418,13.4723,FOLLOWS
n18732,n21293,70.0243,FOLLOWS
n2758,n357,24.1393,BELONGS_TO
n657,n26141,87.7132,DEVELOPS
n6155,n16921,14.4396,FUNDED_BY
n7154,n21879,94.4639,FUNDED_BY
n1578,n18790,60.8173,FUNDED_BY
n22770,n6599,35.5701,DEVELOPS
n471,n20619,89.1554,DEVELOPS
n47,n21872,26.6851,BELONGS_TO
n26133,n9649,20.1671,BELONGS_TO
n2455,n21799,42.5629,DEVELOPS
n9780,n6127,6.298,FUNDED_BY
n25730,n29219,83.6768,BELONGS_TO
n22636,n28031,10.4273,FUNDED_BY
n20823,n16658,56.494,BELONGS_TO
n28729,n24592,84.4823,FUNDED_BY
n24716,n19436,88.5039,DEVELOPS
n21907,n27596,18.0359,BELONGS_TO
n6709,n10103,89.4712,BELONGS_TO
n23447,n16927,29.3762,BELONGS_TO
n11533,n3760,77.8099,FUNDED_BY
n8963,n3052,61.0198,BELONGS_TO
n12941,n15823,95.6902,DEVELOPS
n1721,n10455,72.7924,BELONGS_TO
n6990,n16650,22.7048,DEVELOPS
n4168,n4049,7.7314,DEVELOPS
n2048,n25390,4.0704,FUNDED_BY
n2747,n185,9.4318,FUNDED_BY
n8036,n18384,79.9296,BELONGS_TO
n28889,n21671,75.2034,FOLLOWS
n6909,n27108,8.5985,DEVELOPS
n4168,n288,7.4673,BELONGS_TO
n25151,n5869,82.3169,FOLLOWS
n6855,n13054,68.4769,BELONGS_TO
n17181,n16466,73.3528,FUNDED_BY
n26878,n473,12.0384,FUNDED_BY
n24092,n10761,21.5756,FUNDED_BY
n18571,n4236,46.942,FOLLOWS
n6994,n21305,21.188,FUNDED_BY
n6162,n473,9.1357,FUNDED_BY
n4414,n21526,90.5496,BELONGS_TO
n13644,n18370,91.106,BELONGS_TO
n4327,n13930,25.8287,FOLLOWS
n3147,n20744,91.6105,DEVELOPS
n3609,n6390,38.1032,DEVELOPS
n11064,n19884,83.9538,DEVELOPS
n14800,n24390,1.1054,FOLLOWS
n23987,n18644,23.5577,FOLLOWS
n5477,n16638,47.5557,FOLLOWS
n10516,n6174,48.8462,FOLLOWS
n21054,n27637,8.2015,FOLLOWS
n11563,n11158,19.0107,BELONGS_TO
n15813,n11861,86.5342,FOLLOWS
n5654,n3343,90.7341,FOLLOWS
n7436,n7101,89.9351,FOLLOWS
n29097,n2771,31.1687,BELONGS_TO
n23138,n11848,37.5746,FUNDED_BY
n15521,n17543,62.0662,FOLLOWS
n10378,n13696,57.7614,FOLLOWS
n17875,n29429,50.1531,BELONGS_TO
n18519,n20804,74.111,FOLLOWS
n20283,n4317,35.2069,FOLLOWS
n23042,n17470,55.2988,FOLLOWS
n20800,n10668,6.4001,DEVELOPS
n24797,n18733,3.5657,FUNDED_BY
n9853,n2877,48.0431,FUNDED_BY
n26796,n27679,54.8721,DEVELOPS
n15096,n7857,89.4889,BELONGS_TO
n9637,n5980,1.7499,DEVELOPS
n18324,n9980,90.5397,FOLLOWS
n21393,n28464,49.5436,FUNDED_BY
n21065,n13971,28.331,BELONGS_TO
n7156,n13735,82.849,BELONGS_TO
n20771,n15225,97.8412,FUNDED_BY
n22167,n1885,81.2557,FUNDED_BY
n9039,n15246,34.2594,DEVELOPS
n6948,n18926,60.7761,DEVELOPS
n3394,n24031,91.2452,DEVELOPS
n2046,n18741,33.8569,BELONGS_TO
n5904,n20593,48.9921,DEVELOPS
n22618,n25303,14.1202,BELONGS_TO
n11825,n3343,77.8633,DEVELOPS
n18064,n71,70.0908,FUNDED_BY
n19033,n10754,77.4053,DEVELOPS
n19839,n9941,53.6024,DEVELOPS
n28342,n24527,76.1686,FUNDED_BY
n24733,n23621,32.2258,FOLLOWS
n14964,n20987,99.0562,FUNDED_BY
n21393,n24896,0.6723,FUNDED_BY
n27596,n23066,2.432,DEVELOPS
n4052,n17790,86.5884,DEVELOPS
n8005,n16266,5.6135,FUNDED_BY
n27468,n16953,64.9685,FOLLOWS
n25463,n21764,75.1496,DEVELOPS
n14048,n2569,2.6332,FOLLOWS
n22367,n28057,80.3855,FOLLOWS
n23485,n11547,17.3839,BELONGS_TO
n8132,n13014,79.9992,DEVELOPS
n12746,n18451,19.1929,FUNDED_BY
n249,n5820,20.6613,FOLLOWS
n9008,n28917,56.4674,BELONGS_TO
n6744,n16909,95.2766,BELONGS_TO
n6072,n28410,49.1043,BELONGS_TO
n27628,n6101,72.0087,DEVELOPS
n6895,n15995,45.1227,DEVELOPS
n7154,n47,5.327,BELONGS_TO
n24839,n4156,83.7567,FOLLOWS
n28057,n13037,1.5462,FOLLOWS
n20073,n16537,99.4266,FUNDED_BY
n18301,n15039,18.2737,FUNDED_BY
n12642,n13337,20.9682,DEVELOPS
n11361,n23068,59.7793,FUNDED_BY
n22533,n9263,23.3603,BELONGS_TO
n15393,n24541,83.17,DEVELOPS
n27523,n234,63.3561,DEVELOPS
n20632,n15759,94.8409,FOLLOWS
n7352,n11792,18.7396,BELONGS_TO
n12639,n18955,24.4355,DEVELOPS
n1876,n22577,46.6474,FOLLOWS
n12515,n1451,36.5815,FOLLOWS
n9516,n28729,3.1064,DEVELOPS
n27985,n423,79.7681,DEVELOPS
n15698,n25680,62.1682,FUNDED_BY
n2042,n1858,98.3266,FOLLOWS
n26357,n2209,76.5378,FOLLOWS
n25680,n255,74.6379,BELONGS_TO
n8735,n11059,91.732,DEVELOPS
n682,n10464,94.3374,FOLLOWS
n18482,n29897,59.6789,FUNDED_BY
n17340,n7622,57.0234,BELONGS_TO
n29502,n20903,40.3223,BELONGS_TO
n29565,n29483,61.6561,FUNDED_BY
n3856,n9296,51.7948,FUNDED_BY
n2269,n20737,3.0454,FOLLOWS
n16512,n17060,21.9296,FOLLOWS
n25068,n26710,28.8538,DEVELOPS
n8239,n18271,86.1896,FUNDED_BY
n5165,n20928,88.6653,DEVELOPS
n19216,n22569,42.5054,DEVELOPS
n16775,n13062,87.086,FUNDED_BY
n19384,n28671,88.3621,BELONGS_TO
n8812,n29189,76.1994,DEVELOPS
n382,n8262,49.9708,FUNDED_BY
n2585,n5621,0.2335,BELONGS_TO
n17657,n7096,68.4184,BELONGS_TO
n29378,n782,54.7104,DEVELOPS
n7601,n20683,1.3741,DEVELOPS
n28144,n11443,18.2006,DEVELOPS
n18395,n9760,16.3242,DEVELOPS
n16775,n3603,98.8583,BELONGS_TO
n16523,n15375,85.5284,FOLLOWS
n8856,n18159,34.7586,FOLLOWS
n23824,n1215,64.8751,FUNDED_BY
n20091,n18956,56.8245,FOLLOWS
n1937,n28700,66.5074,FOLLOWS
n4735,n24291,41.0719,DEVELOPS
n9715,n4096,86.3276,FOLLOWS
n4285,n11545,72.635,BELONGS_TO
n28589,n27145,96.1298,DEVELOPS
n9998,n16650,44.6359,FOLLOWS
n21453,n8068,64.8525,DEVELOPS
n29877,n15922,23.0397,FUNDED_BY
n28344,n8063,12.7544,FOLLOWS
n4874,n29766,87.431,DEVELOPS
n6505,n978,64.3403,FOLLOWS
n28015,n1861,42.8797,FUNDED_BY
n4594,n473,0.9068,FOLLOWS
n9870,n3411,4.1863,DEVELOPS
n559,n28370,94.0771,FOLLOWS
n5532,n26168,91.0339,DEVELOPS
n5846,n21232,11.1609,BELONGS_TO
n24971,n2079,52.9597,BELONGS_TO
n26294,n22306,0.6266,FUNDED_BY
n28675,n18385,14.6183,BELONGS_TO
n11029,n11105,61.1458,BELONGS_TO
n21500,n7140,76.3521,FUNDED_BY
n19823,n9748,25.4915,FUNDED_BY
n14159,n16662,21.4777,FOLLOWS
n20123,n26773,99.1693,FOLLOWS
n21249,n9149,33.7807,DEVELOPS
n6766,n9928,91.9666,FOLLOWS
n27293,n27225,44.4932,DEVELOPS
n17347,n14246,51.3869,DEVELOPS
n18678,n26797,14.0522,FOLLOWS
n2148,n15422,78.5401,FOLLOWS
n16229,n6482,42.9407,BELONGS_TO
n2268,n27728,33.2301,DEVELOPS
n17052,n3474,89.5877,FOLLOWS
n5378,n23389,69.7548,FUNDED_BY
n4031,n10859,19.4993,FUNDED_BY
n17255,n25528,64.8395,FOLLOWS
n18670,n3199,44.9824,BELONGS_TO
n22250,n18224,89.5734,DEVELOPS
n21222,n2601,58.1517,DEVELOPS
n12877,n20907,50.6297,FOLLOWS
n24851,n10114,43.5752,FOLLOWS
n21046,n27820,56.0977,BELONGS_TO
n8175,n24772,49.9496,BELONGS_TO
n1565,n11207,54.1246,DEVELOPS
n15246,n17195,22.3802,DEVELOPS
n25048,n266,43.9597,BELONGS_TO
n6406,n3394,18.2522,DEVELOPS
n16187,n22637,53.2594,DEVELOPS
n17812,n25132,80.353,DEVELOPS
n26220,n23137,27.1324,FOLLOWS
n15975,n8005,47.4879,DEVELOPS
n22382,n27645,18.7281,DEVELOPS
n19829,n14246,18.7673,DEVELOPS
n14884,n9390,19.2566,DEVELOPS
n27517,n13243,37.1335,FUNDED_BY
n102,n25832,67.0617,BELONGS_TO
n1492,n12482,4.7616,BELONGS_TO
n20804,n29426,95.2022,FOLLOWS
n14512,n8251,89.8166,FOLLOWS
n13528,n24231,11.3578,FOLLOWS
n10013,n3761,96.1597,BELONGS_TO
n24964,n28889,35.4483,FUNDED_BY
n9748,n5456,38.1897,FUNDED_BY
n2987,n19572,34.7884,FUNDED_BY
n29509,n16187,63.1289,DEVELOPS
n8224,n5498,34.5935,DEVELOPS
n18176,n1950,19.5801,DEVELOPS
n2376,n24124,92.8029,DEVELOPS
n1492,n25374,89.7853,FOLLOWS
n7812,n750,75.5219,FUNDED_BY
n5311,n26891,63.4875,DEVELOPS
n26721,n8705,94.1856,FOLLOWS
n15219,n27394,29.0396,FOLLOWS
n3159,n23541,80.5644,FOLLOWS
n12468,n28429,2.2316,FUNDED_BY
n22285,n20609,99.6215,FOLLOWS
n11208,n24554,46.9025,DEVELOPS
n19105,n16027,82.2896,DEVELOPS
n4672,n28344,5.1132,FUNDED_BY
n7845,n24291,76.5648,BELONGS_TO
n18790,n16687,24.6689,FUNDED_BY
n4440,n11159,80.4529,DEVELOPS
n8788,n26453,8.0682,DEVELOPS
n12750,n16812,60.0869,FUNDED_BY
n22026,n14161,16.9281,FUNDED_BY
n16081,n18075,86.4072,DEVELOPS
n4662,n25231,22.6576,DEVELOPS
n17889,n2885,54.7064,BELONGS_TO
n20859,n19428,9.8603,FUNDED_BY
n28744,n6439,56.7689,FOLLOWS
n23563,n9964,85.7214,BELONGS_TO
n19605,n15451,52.7834,BELONGS_TO
n21799,n9292,10.326,DEVELOPS
n28880,n15576,46.5918,DEVELOPS
n5263,n11601,49.116,BELONGS_TO
n25529,n12510,71.9514,FOLLOWS
n28381,n17435,16.5492,FOLLOWS
n17084,n1946,29.4815,BELONGS_TO
n14627,n19197,61.3038,BELONGS_TO
n23038,n25019,56.6518,FOLLOWS
n23441,n8407,43.3205,FOLLOWS
n27254,n16482,84.9085,FUNDED_BY
n15039,n21343,11.921,FUNDED_BY
n6948,n19635,48.3274,BELONGS_TO
n8830,n11650,13.3545,BELONGS_TO
n3650,n29602,53.3432,DEVELOPS
n18131,n11029,4.07,FUNDED_BY
n21493,n17280,90.707,BELONGS_TO
n12618,n13014,85.0997,FUNDED_BY
n19675,n26141,52.3881,BELONGS_TO
n2401,n28252,89.0224,BELONGS_TO
n3194,n12499,30.7481,BELONGS_TO
n28007,n8460,48.9527,BELONGS_TO
n6936,n24964,54.2789,FUNDED_BY
n14629,n20259,18.1101,FOLLOWS
n27470,n7622,62.6733,FOLLOWS
n4981,n28793,95.5379,BELONGS_TO
n8467,n4299,36.1729,FOLLOWS
n9506,n20837,56.7642,DEVELOPS
n21064,n19079,95.6068,DEVELOPS
n9030,n22173,5.6355,BELONGS_TO
n291,n4301,39.8891,BELONGS_TO
n1,n15747,76.4913,FOLLOWS
n4695,n24949,31.1798,FUNDED_BY
n5498,n22277,69.8245,FOLLOWS
n16831,n19226,69.6574,FOLLOWS
n11648,n1691,87.0797,FUNDED_BY
n1771,n13841,44.7924,FOLLOWS
n24175,n15521,49.6873,FOLLOWS
n28144,n8618,15.4514,BELONGS_TO
n17229,n3896,6.8078,FUNDED_BY
n25573,n20966,36.4802,FUNDED_BY
n310,n29731,42.4827,BELONGS_TO
n24771,n7789,59.2167,DEVELOPS
n23077,n19079,86.2123,BELONGS_TO
n17009,n28148,39.3396,FUNDED_BY
n13827,n23560,97.8205,DEVELOPS
n2069,n21946,68.7356,FUNDED_BY
n22216,n29671,84.4145,FOLLOWS
n22996,n12251,44.2446,BELONGS_TO
n25019,n19461,28.4592,BELONGS_TO
n3707,n13575,28.4599,BELONGS_TO
n3414,n25599,57.3774,FUNDED_BY
n14614,n20774,84.4055,BELONGS_TO
n16030,n3440,94.121,FOLLOWS
n17070,n22176,99.9972,FOLLOWS
n15346,n11983,80.5346,BELONGS_TO
n16382,n15260,30.5454,DEVELOPS
n14223,n8841,95.3942,FUNDED_BY
n2322,n23722,9.3548,DEVELOPS
n7307,n4144,68.586,FUNDED_BY
n27530,n26440,53.1048,FOLLOWS
n23975,n26141,0.2004,FUNDED_BY
n17347,n18902,60.0648,DEVELOPS
n1779,n24103,85.8513,FOLLOWS
n3805,n2483,1.9441,FUNDED_BY
n4601,n17595,64.6336,FOLLOWS
n11917,n559,4.3674,DEVELOPS
n16492,n8321,29.8082,FUNDED_BY
n1539,n27274,17.5311,FUNDED_BY
n22925,n5185,47.1344,BELONGS_TO
n10034,n23558,70.6028,BELONGS_TO
n8025,n18148,86.1964,FUNDED_BY
n14545,n26275,6.7104,DEVELOPS
n13069,n21343,91.5424,FOLLOWS
n14596,n20456,3.2347,BELONGS_TO
n7033,n22434,18.6083,DEVELOPS
n13059,n21946,17.4273,BELONGS_TO
n16658,n2446,95.7617,FOLLOWS
n13837,n1963,25.1551,FOLLOWS
n2951,n15393,77.9713,DEVELOPS
n18265,n6081,31.1392,DEVELOPS
n3568,n22197,17.6703,BELONGS_TO
n1301,n15650,59.9139,DEVELOPS
n5445,n28958,49.2603,DEVELOPS
n25502,n10109,3.7471,FUNDED_BY
n9197,n21383,72.3127,DEVELOPS
n29236,n20133,59.4822,BELONGS_TO
n9769,n16187,81.2999,BELONGS_TO
n16776,n28874,91.5276,FOLLOWS
n19540,n18225,66.9166,BELONGS_TO
n14250,n4594,49.6822,FUNDED_BY
n23530,n20814,24.1579,FUNDED_BY
n19186,n1640,79.5678,FUNDED_BY
n28911,n23021,98.5034,FOLLOWS
n28469,n16775,78.8956,BELONGS_TO
n27674,n1397,53.3029,DEVELOPS
n13198,n23701,43.8903,BELONGS_TO
n17980,n23083,46.3036,FOLLOWS
n7140,n29271,32.4303,BELONGS_TO
n3834,n4037,41.0403,FOLLOWS
n10661,n23136,66.2799,FOLLOWS
n4921,n5398,93.6799,FOLLOWS
n19540,n6579,22.0701,FOLLOWS
n24218,n25281,58.8327,BELONGS_TO
n28112,n25851,38.4964,BELONGS_TO
n23446,n23177,14.9018,FUNDED_BY
n25768,n16465,11.225,FOLLOWS
n16889,n7185,77.1882,DEVELOPS
n8883,n1855,53.146,DEVELOPS
n18679,n17435,76.9217,BELONGS_TO
n14719,n28958,50.6601,FOLLOWS
n15346,n18830,46.7036,BELONGS_TO
n26320,n25948,31.855,DEVELOPS
n22082,n22582,25.8279,BELONGS_TO
n8162,n22367,58.0322,FUNDED_BY
n26373,n148,94.6598,DEVELOPS
n24962,n12665,92.4663,FUNDED_BY
n17760,n21438,31.8639,FOLLOWS
n1483,n18741,75.1853,FUNDED_BY
n3971,n23579,78.8577,FOLLOWS
n25463,n19731,17.2399,BELONGS_TO
n28911,n21737,34.4756,FOLLOWS
n8005,n25262,77.1397,FOLLOWS
n4919,n1255,43.6963,FUNDED_BY
n19184,n27089,94.287,FOLLOWS
n26294,n19878,71.9296,FUNDED_BY
n10917,n20062,39.445,FOLLOWS
n404,n26355,95.5486,FOLLOWS
n14446,n11003,8.8744,FUNDED_BY
n18175,n10270,41.0301,FOLLOWS
n25030,n19446,44.6111,FUNDED_BY
n8209,n13915,46.9595,BELONGS_TO
n3359,n2500,97.4399,DEVELOPS
n29503,n13644,78.9796,DEVELOPS
n23039,n9841,67.5721,BELONGS_TO
n5251,n26838,5.9038,FUNDED_BY
n8489,n7789,67.0708,BELONGS_TO
n27343,n24472,12.1412,BELONGS_TO
n686,n25370,29.2102,DEVELOPS
n25904,n9150,0.2525,BELONGS_TO
n24045,n21737,17.5827,FUNDED_BY
n4427,n16962,54.7056,DEVELOPS
n419,n669,73.4281,FOLLOWS
n26377,n29935,47.7726,BELONGS_TO
n17725,n17716,41.0283,DEVELOPS
n17091,n7685,40.7794,FOLLOWS
n14383,n16681,9.9517,DEVELOPS
n24199,n16662,67.6744,BELONGS_TO
n15246,n7010,5.785,DEVELOPS
n389,n27354,98.4086,FOLLOWS
n28153,n1842,19.2648,FOLLOWS
n22480,n13528,72.5789,FOLLOWS
n29937,n22770,43.7553,BELONGS_TO
n390,n17451,48.1318,BELONGS_TO
n20307,n22956,41.7031,FOLLOWS
n13001,n11614,7.6783,BELONGS_TO
n640,n10475,44.9841,FUNDED_BY
n26969,n21668,78.9066,BELONGS_TO
n27392,n5368,98.0144,BELONGS_TO
n25573,n15671,41.2101,FUNDED_BY
n26199,n23342,9.0164,BELONGS_TO
n15429,n707,78.8539,FOLLOWS
n19717,n993,22.8474,DEVELOPS
n21222,n20256,20.2024,FOLLOWS
n13381,n18478,55.5135,DEVELOPS
n27119,n1346,70.6038,FUNDED_BY
n22175,n21261,75.3211,BELONGS_TO
n7199,n1656,12.1515,DEVELOPS
n24254,n29849,17.8702,FUNDED_BY
n19636,n8033,56.3532,FOLLOWS
n23945,n21671,7.9838,DEVELOPS
n1737,n8705,35.5607,DEVELOPS
n11350,n29775,89.4575,FUNDED_BY
n3608,n10509,3.027,DEVELOPS
n28925,n29649,70.6456,FOLLOWS
n13243,n19369,80.0006,DEVELOPS
n5550,n19285,76.2755,FOLLOWS
n13750,n14047,78.8903,FOLLOWS
n8293,n14895,26.4483,BELONGS_TO
n9769,n17993,43.4819,FOLLOWS
n8961,n21760,21.7108,FOLLOWS
n13037,n17197,18.3955,DEVELOPS
n19083,n19105,96.4756,BELONGS_TO
n10855,n26713,27.2683,FOLLOWS
n6796,n25468,6.6068,FUNDED_BY
n6796,n4801,18.7135,DEVELOPS
n9556,n27845,71.3423,FUNDED_BY
n9029,n2152,97.6257,FOLLOWS
n20184,n12664,69.8624,FUNDED_BY
n19436,n15430,93.8943,DEVELOPS
n28889,n10103,10.1555,BELONGS_TO
n14446,n9560,53.5749,FOLLOWS
n10512,n20273,11.7683,BELONGS_TO
n26157,n28793,82.3697,FOLLOWS
n16069,n12877,2.1479,BELONGS_TO
n15847,n24766,91.007,FOLLOWS
n7072,n17260,76.1246,DEVELOPS
n14999,n469,88.1742,DEVELOPS
n28376,n16872,92.537,DEVELOPS
n12953,n20062,41.8645,FOLLOWS
n3345,n26283,95.9086,FOLLOWS
n27895,n19419,53.3757,FUNDED_BY
n29310,n19948,74.6709,FUNDED_BY
n24575,n4672,28.4087,BELONGS_TO
n10395,n6291,38.4124,FUNDED_BY
n25315,n14781,28.1958,BELONGS_TO
n25262,n9373,78.058,FOLLOWS
n29378,n5749,71.7185,FOLLOWS
